"Data Source","World Development Indicators",

"Last Updated Date","2025-07-01",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023","2024",
"Belize","BLZ","Domestic general government health expenditure per capita, PPP (current international $)","SH.XPD.GHED.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","102.011635850309","138.471441530755","149.104384082232","155.132186245984","158.223607611142","168.801044698603","195.635494282029","242.87070558629","290.675732944824","281.727949059227","289.959897691219","289.779709526981","264.131375881782","275.34890550701","283.445006107566","296.054825299959","306.617152892578","284.068062199271","294.105916331402","312.621323031375","308.160411177046","347.072090865791","296.94837020138","","",
"Bermuda","BMU","Domestic general government health expenditure per capita, PPP (current international $)","SH.XPD.GHED.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Bolivia","BOL","Domestic general government health expenditure per capita, PPP (current international $)","SH.XPD.GHED.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","81.6829094761689","89.7586817941632","91.4566019438053","99.7273769517537","96.5464131167136","111.036509086168","111.817725451351","125.48035535999","129.936118795563","155.381523967041","155.916256703715","162.766393315564","175.103011918437","213.29224579321","257.147787171594","303.172851357193","327.794715655452","369.640251163184","419.540372317965","439.283576022422","475.353246873414","528.927076439755","580.051884796614","","",
"Brazil","BRA","Domestic general government health expenditure per capita, PPP (current international $)","SH.XPD.GHED.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","315.458949515052","326.799527373781","354.478160906001","343.979118774056","364.874966463999","370.65288223546","416.081392901467","441.517192351071","471.05991381212","496.443986562156","516.865846085023","527.191945621779","510.929563646988","560.710861027183","589.191755617559","576.093994793928","570.988369304526","582.959798856402","593.727730514739","612.122623885183","635.129795564871","725.36891199557","761.650487111863","","",
"Barbados","BRB","Domestic general government health expenditure per capita, PPP (current international $)","SH.XPD.GHED.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","363.612798068564","386.056592826512","418.228442696442","520.059245105074","620.69066698155","591.316047011584","614.526961756088","570.948513256717","632.950977972842","654.856838724348","598.282031133745","558.643240002465","675.018321560206","597.347479697342","509.845488308233","506.872550710345","513.276362087603","483.463829374746","478.898863675255","460.895532072018","533.915500289252","660.469482027567","527.634365487282","","",
"Brunei Darussalam","BRN","Domestic general government health expenditure per capita, PPP (current international $)","SH.XPD.GHED.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1609.55970916745","1635.79932327406","1691.40648700359","1774.49818394779","1766.64135196622","1585.27711321047","1461.86592612132","1538.62316676691","1503.52189483443","1873.35706747257","1662.25629155742","1411.63670019862","1464.72082023372","1417.1507921761","1419.36618261386","1394.12996533231","1338.39150117154","1284.71285977826","1390.9897981875","1333.7393141299","1483.14170281462","1306.77586532561","1146.87994556557","","",
"Bhutan","BTN","Domestic general government health expenditure per capita, PPP (current international $)","SH.XPD.GHED.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","91.3963640361276","95.9774671920103","98.5278309024458","92.9967908739227","106.050616368805","98.7930408734664","100.547834835121","126.238486136771","122.253873394731","144.830132532754","154.61616939114","162.484970258072","182.333925941193","192.335598173606","196.615191929289","248.248178054192","257.104958146234","261.823522900565","292.507294109664","311.942650855826","388.189857039268","249.229095311117","293.76912276181","","",
"Botswana","BWA","Domestic general government health expenditure per capita, PPP (current international $)","SH.XPD.GHED.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","306.245829907075","335.641081052227","379.903228729303","381.910639354797","373.873727776571","332.690350224728","350.604366540902","418.917983388414","506.434869459265","398.507040330486","459.953763709811","491.497739428193","520.743445903012","563.879512994516","595.434706153772","580.628958014671","617.079133509251","779.020767891644","676.732697205827","737.335283751197","689.832630359037","856.652219225667","849.883521208382","","",
"Central African Republic","CAF","Domestic general government health expenditure per capita, PPP (current international $)","SH.XPD.GHED.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10.411435785016","9.784143712009","9.78404040345755","10.4254409392894","10.4969961551983","7.68181624528733","9.59992396048797","10.2916698100394","6.91511411552917","6.42163775989182","5.40130923023949","4.07127799757213","6.60188859263612","6.95460557741958","4.94578873401774","3.48210156791264","4.9119760334128","6.37860695842552","6.45648352242796","7.94937498957444","11.9152496602369","12.8129071455901","17.4720846657244","","",
"Canada","CAN","Domestic general government health expenditure per capita, PPP (current international $)","SH.XPD.GHED.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1752.57113131002","1886.47748317967","1975.41630748499","2119.15304576461","2233.80972479786","2382.73990592542","2456.68552384734","2583.78438051592","2687.14362338634","2905.20088658612","2985.1208769144","3029.17022719056","3128.27035936098","3262.35415040581","3313.64929256808","3385.91404154154","3568.89649743767","3654.63893470961","3787.53948381289","3864.58187113806","4652.81584723496","5026.26478253969","4978.59569387018","4803.0666054339","",
